,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z,distance
11207,14.0573346643804,16.9524596539037,-23.8183172882225,-0.516696444669616,-0.498436081769383,0.696122299927364,-40,15,-20,0.667566108334217,-0.286818242833719,0.687088630804852,6.43578017932337
29995,20,15,-20,0.109947391554024,-0.0917186897836347,0.989696545934581,-40,15,-20,0.10519736857708,-0.160203788945365,0.981462306791253,5.79522036386109
26398,33.2545512405855,17.2001669956014,9.94220896489794,-0.235601489841918,-0.0263334798957905,0.971492915991078,-69.4358401390311,38.1754871746713,-51.3838047816278,0.766463850510281,-0.394939171398347,0.50651378733075,5.92558267422711
10785,20,15,-20,-0.028532595348683,-0.129521130713946,0.991166064643685,-40,15,-20,-0.06838359677402,-0.197403903873607,0.977934242384276,6.04914818523072
21214,12.9215265693449,14.6532113886298,-19.9959236495045,-0.42743346767645,-0.418012684547675,0.801602162089981,-73.6235060092571,40.147098707504,-54.5209050048823,0.711972208613632,-0.618044606755751,-0.333341323903827,2.1229935408538
37457,14.2614821499232,16.0090107584463,-22.6539966468572,-0.681600014223528,-0.0166269596063888,0.731536031118587,-73.6335797798397,40.1322571607664,-54.5409685076042,0.797449763138633,-0.589515555612203,-0.128628476479254,4.9224705535758
17693,35.5368528064535,23.3680288344828,1.96705200876176,-0.0332646145444621,-0.272223448854355,0.961658910067935,-227.852077896158,27.5071804667183,-374.855080262071,-0.299854059262737,0.0056948311299667,0.953968087538603,1.96197795432763
35613,14.3845069618151,16.0311968053719,-22.0656384845561,-0.701198649626768,-0.161984685642212,0.694320830293166,-75.2248051267529,40.8255020631624,-57.2881158639724,0.689257171496694,-0.69034670988801,-0.219877174093119,6.1961734265701
46995,45.2795581540243,29.9240133244129,11.3697620234856,-0.0485586148940506,-0.339200661641602,0.939459936379126,-231.475430989968,26.6163144935614,-353.111297654426,0.858931480225361,-0.320283396214026,0.399568840611327,4.88317172568905
30723,14.0795349257745,17.3613935716332,-24.0603773019116,-0.421385705763935,-0.488337757554193,0.764172965711803,-40,15,-20,0.673499809354388,-0.288926535525075,0.680381851513604,6.4422997877259
31526,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.857983180524063,0.512846628152154,-0.0292095520469047,-34.8467112097478,16.0944486488349,-21.2534762943864,0.100274439609239,-0.21356888329477,0.971768166204923,6.14166707599789
3600,14.4697098227977,16.9960346806568,-24.2269624774741,-0.604302174930618,-0.469639929347665,0.643628167606458,-40,15,-20,0.675667834556283,-0.285882393208737,0.67951764848256,5.12460272151917
7670,46.6203541029182,24.3626901763094,-27.8722876452743,0.0171065862931068,-0.377069043925676,0.926027159870796,-47.0373297380828,16.3706086614787,-80.9969349859175,0.662856165399801,-0.321968215705864,0.675986813530157,6.12628053796045
25416,43.568961004113,28.1313990253517,10.395418946307,0.0376966688912792,-0.270821492010623,0.961891199990748,-238.372587278289,27.6235236996715,-373.320627345161,0.982339770296734,-0.159158490323979,0.0983725096312612,5.83281854236538
57481,15.3999166476302,17.1244031669555,-23.7203735230646,-0.423630070963512,-0.457859382315481,0.781602423871073,-40,15,-20,0.6831646629671,-0.294933076483776,0.668057275739785,2.22612927881074
21291,12.9175892779272,14.6501351051178,-20.0225359891716,-0.394060594527218,-0.389109804515253,0.832652273083402,-73.5719527184902,40.1427554029397,-54.4570876300517,0.750210292027388,-0.584258657756344,-0.309558295920067,2.27816921572083
52326,34.9882020987837,23.005969280215,1.2682342763945,-0.023637258250725,-0.245196028987885,0.969185321489631,-239.380473242364,28.0477561228974,-373.291068308862,0.981720897311761,-0.141361473114222,0.127440235798463,5.65834457354916
33561,47.6877551929331,31.2754259459023,14.5644051181905,-0.111501980373752,-0.281034921093786,0.953198133390189,-239.39246647944,27.7855295998701,-373.006288247912,0.963985255691997,-0.186933579647384,0.189177862364102,6.35953632934678
22340,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.851957528845484,0.500934613095318,-0.152423365815551,-34.8467112097478,16.0944486488349,-21.2534762943864,-0.0060190565180415,-0.215504024406649,0.976484401525785,2.27550495276196
30364,20,15,-20,0.0679704989620409,-0.114493365767415,0.991095999621681,-40,15,-20,0.123155744298434,-0.14687884390909,0.981457725965937,5.71596758987184
63637,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.857648884162219,0.502480293692079,-0.10932495573483,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0499493216501238,-0.205552990931595,0.9773704687506,6.03780380656953
68029,14.0236651466617,17.1577885857698,-23.9928026209602,-0.417029454959746,-0.437372625008545,0.796738112926143,-40,15,-20,0.671922537398994,-0.296303289963672,0.678766870208028,5.48454736125667
11508,13.991808504325,17.0487629323306,-23.793685321018,-0.514937333026131,-0.494867577567923,0.699961158728105,-40,15,-20,0.670994707432834,-0.287540794496382,0.683437191040636,6.46440910964495
69081,47.0957983939878,30.8811919635492,13.9575586230397,-0.0528217024909247,-0.297497596910758,0.95326022028525,-239.550366668569,27.6662581217765,-373.200659326958,0.958127432650488,-0.220825941516046,0.182284739778558,5.62767972948691
6447,12.9200539234891,13.1167957573194,-16.6095703079309,-0.600453797046819,-0.530954925952701,0.597948245434854,-73.5311284328402,39.3711256883553,-56.48656315551,0.8022584569129,-0.581951061969381,-0.133095190688631,6.40512781117539
49807,5.10175112092332,5.95064840059763,-13.9989338866976,-0.20766165981349,0.133176650636364,0.969092676047439,-40,15,-20,0.0970174611117749,-0.133602877998575,0.986274750376346,5.78119366953079
28194,13.5884196670637,15.5699134189102,-21.9375030087985,-0.59342200978345,-0.326303153209402,0.735782964270152,-73.2865204288407,40.2520693012178,-54.2104505688175,0.666029330972289,-0.689255620844488,-0.285186990269342,5.77365969619161
36494,46.6203541029182,24.3626901763094,-27.8722876452743,-0.921974319164799,-0.364600039529022,-0.130499678068722,-47.9118171253208,18.7251638710697,-61.3172105878355,0.682890126560293,-0.275410070245861,0.676616854840047,6.19731648134385
10305,22.3785873073096,18.6084236621281,-13.5870453824005,0.346208712778404,-0.401920810578496,0.847702299879059,-60.8226497633855,35.6144550121139,-41.5636222882716,0.702067954910676,-0.662377904306838,0.261449992491149,6.22104284994772
36827,34.2031262228056,17.9280533068196,11.0163362609025,-0.371942202190829,0.174810294435313,0.911647058454573,-69.820890612249,38.5217184211767,-51.9633289298951,0.761920043044226,0.0287516673273691,0.647032603222883,5.17262469450423
13875,32.4744621543955,16.6050605178764,8.17630411497836,-0.496224470201388,0.0505289517051426,0.866722620111493,-69.240070079735,38.2029799979559,-51.1066902619545,0.520195174962246,0.0746187085505467,0.850781422152745,1.94541428731443
42343,14.3727599466527,17.0731639045937,-24.1776643648134,-0.363626010932546,-0.353695530932674,0.861786281842278,-40,15,-20,0.672330156037473,-0.299722763151155,0.67685923686662,5.09356948557024
24777,14.9648320259617,17.1766382297941,-23.8432342683765,-0.254437048004809,-0.497950802087461,0.829039677761597,-40,15,-20,0.684659711562332,-0.285930924790673,0.670436115981034,5.68671335295284
24845,14.9671526845535,17.1776115015756,-23.8407730316942,-0.283390036324749,-0.510715253884027,0.811701926055391,-40,15,-20,0.684664986095332,-0.285950048022879,0.670422573345194,5.81886184205418
42719,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.933401628644818,0.329580076528034,-0.14190973468715,-34.8467112097478,16.0944486488349,-21.2534762943864,0.176561129752522,-0.268402267284675,0.946988062425794,5.24672933691896
65162,20,15,-20,-0.0252474468879633,-0.153045766868176,0.987896532876481,-40,15,-20,0.0036367434008811,-0.237526838959942,0.97137416831576,5.80895117746712
31416,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.862676098682248,0.505479795414048,-0.0167369408958097,-34.8467112097478,16.0944486488349,-21.2534762943864,0.110913224746766,-0.227046296541534,0.967547536714888,6.38273360793801
11381,14.0005659985185,17.0407879145588,-23.7854038675624,-0.521623248731649,-0.509630881660691,0.684240857330507,-40,15,-20,0.671205150133545,-0.286479346203265,0.68367626156914,6.25014247851866
36451,46.6203541029182,24.3626901763094,-27.8722876452743,-0.918886322592198,-0.39332948908384,-0.0306567964737305,-47.7234755745732,18.815311450391,-58.3776430782372,0.66408943217925,-0.369967602733946,0.649699314294804,6.33213113504661
15578,46.6203541029182,24.3626901763094,-27.8722876452743,-0.863198779603988,-0.465462532530369,0.195531321533406,-47.9791227606184,16.1361392980116,-81.0657121577666,0.693987535919845,-0.155169946393546,0.703067271122846,2.05201214072289
22268,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.845101240986627,0.511189124844586,-0.156491441055059,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0253179426283064,-0.197261659334494,0.980023897431931,2.30502710939024
20928,6.82034693390959,6.81065674976542,-14.8872008710515,-0.296672686059598,0.127477528596976,0.946432669052052,-40,15,-20,0.120319512783768,-0.113155705513718,0.98626517790763,2.18926575997115
3087,13.1283060331065,15.7961427333598,-23.7287945296325,-0.594325832991495,-0.475612974836004,0.648512993244247,-74.0382949356408,39.5126032259574,-57.1426871023412,0.667293227521312,-0.740321281511439,-0.0815116472993305,5.16418440310164
59539,36.34321310092,23.5966191880203,3.13601761271062,-0.0088141019826607,-0.199024192039667,0.979954939060566,-234.540517769443,27.8231324531208,-375.76641808103,-0.363010417608817,-0.0315178644099278,0.931251878350057,2.1959100342551
62365,39.9427936839736,26.1457891286851,6.76563339591405,0.0117452320328603,-0.271213877018558,0.962447443986972,-238.906869586521,27.655591975775,-373.547179279343,0.980024700736298,-0.157443119733373,0.121504115137528,5.86549553782552
62358,39.9479826555612,26.14232343722,6.7723944428194,0.0161206838633912,-0.256245777638775,0.966477224250047,-238.906869586521,27.655591975775,-373.547179279343,0.981306415468636,-0.148578741358941,0.122319567430119,5.64170776441142
55238,46.6203541029182,24.3626901763094,-27.8722876452743,-0.431988499751209,-0.259317709198248,0.863794108441863,-48.3954030488795,16.515287979874,-80.4852681219398,0.653805580549245,-0.125151105549403,0.746240888468615,2.41165563307737
32029,20,15,-20,0.011014980177062,-0.146594002870814,0.989135414659697,-40,15,-20,-0.0117742830994378,-0.199140274357682,0.979900258896916,6.3430643723599
16559,14.4417000202868,16.8160716420486,-24.0884829122364,-0.402695820224045,-0.45168500842184,0.796126076410669,-40,15,-20,0.686309315405992,-0.293486122211735,0.665466317446703,1.8982560112733
10688,20,15,-20,-0.0589764595891009,-0.131188598780513,0.989601601031618,-40,15,-20,-0.0232769141078253,-0.177406116359279,0.983862416777842,6.17542213552557
11457,14.0005659985185,17.0407879145588,-23.7854038675624,-0.534328588309386,-0.503578380003324,0.678897470100255,-40,15,-20,0.672168412343134,-0.286921291552691,0.682543623442374,6.37990616198255
24656,14.9440310746812,17.1708675491133,-23.8617328408974,-0.289538971507017,-0.520655573020023,0.803171811172336,-40,15,-20,0.684380399815776,-0.286089567916815,0.670653582318896,5.85553501279502
53198,14.0703528384819,17.3794035648069,-24.0646928226166,-0.36942708557063,-0.514090482407388,0.774102450806694,-40,15,-20,0.67990432330006,-0.290879171723676,0.673141455130521,5.61859373046358
16763,5.86829405802026,6.57758046212309,-14.7844886566748,-0.0411497552838834,0.0413517681198545,0.998296914206108,-40,15,-20,0.120036313190328,-0.116521096578154,0.985907763215149,2.15248732166133
762,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.0802194281320677,-0.0976797368208809,0.991979592715882,-34.8467112097478,16.0944486488349,-21.2534762943864,-0.0305559154246859,-0.371743899829623,0.927832317270757,5.00644283731626
60544,13.0456691561071,14.6967569177464,-21.1414357635442,-0.631812509434729,-0.0872519282428486,0.770194815575705,-73.229909357776,40.1038995691514,-54.0924588652429,0.77577620770582,-0.611592605098836,-0.155324695222604,2.17308316336794
72768,14.2070802925155,15.8753578018363,-21.5528781220794,-0.167286532778415,-0.271751102977595,0.947716494517974,-75.1124369472064,40.6210278045414,-57.0226244499999,0.769716766114579,-0.623120584434854,-0.138769006682619,5.26390939117652
35553,14.3845069618151,16.0311968053719,-22.0656384845561,-0.687562620893275,-0.176972719397065,0.70422886829466,-75.258804536775,40.8473193176016,-57.351008040199,0.685117410181335,-0.687742023214605,-0.24005216885315,6.37400086520599
67101,9.43297680034545,8.28349769647541,-15.9831865009789,-0.115389650128321,0.0604896019743732,0.991476795843577,-40,15,-20,0.100497204329448,-0.124597503201835,0.987104743235405,5.69475998662619
45071,46.847136102485,24.186184435604,-27.8211023489412,-0.249366815643401,-0.316195283353242,0.915334219856896,-37.963728463204,8.87189087495286,-55.6334893143874,0.623844814326505,-0.221876267855967,0.749392133265512,4.62890356963343
23375,40.5055989073081,26.2436663775852,7.18935063770851,0.0106791574565928,-0.181477995996358,0.983337018811538,-230.32147239691,27.6940107516692,-377.996588909131,-0.31906611579794,-0.0589875476172597,0.945894964029155,2.46950011721527
46544,20,15,-20,-0.105928490359998,-0.146792035829397,0.983479157454347,-40,15,-20,-0.0816032876999027,-0.211970265632898,0.973863188504466,4.48238585201156
56477,13.1302646977879,16.2574074043839,-23.70366192791,-0.610893489566704,-0.489353444913269,0.622368339776801,-73.4241712009716,39.6626463909712,-56.4684732788669,0.803131666940295,-0.594957779013261,-0.0316980559232022,2.50632422094934
60815,14.5491556400917,16.3135768617251,-23.0638402690018,-0.712429447432245,-0.173033198147144,0.680076315401703,-73.9543032881064,40.3622761020333,-55.0350929868455,0.700165561924897,-0.678121055986987,-0.22342788393906,5.83549179713104
1077,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.0682287447591999,-0.107133056038184,0.991900875436907,-34.8467112097478,16.0944486488349,-21.2534762943864,-0.102501237259386,-0.372228632060784,0.922463734698797,5.14323950533363
40926,13.4266391401372,16.566565966789,-23.8283293004524,-0.614069775558996,-0.354715663860791,0.705049720627364,-73.0637147702864,39.5642362677391,-55.9823055436162,0.806599413787604,-0.585867261612968,-0.0784661547905575,5.13619982431096
57921,15.4722628749101,17.1894092865791,-23.6090052832404,-0.397684303502635,-0.403319484365143,0.824124134022939,-40,15,-20,0.684380716656273,-0.295044633825338,0.666762100542554,2.50926227742278
18173,35.3435766160266,23.091458848925,1.81588251801042,-0.0452098656396463,-0.291926027078264,0.955371792949292,-229.259227225797,27.5819981789347,-377.068556023585,-0.336404162974363,-0.0031631058546215,0.941712394468115,1.74045098952697
3038,13.3083167225438,15.8982002498242,-23.7959552824136,-0.461331841122151,-0.428979148475861,0.776627209502585,-73.8607200293184,39.5230149126309,-56.9012361078919,0.707127486425154,-0.707029519841107,-0.0089429310238067,5.16497507915838
18099,35.3580496773089,23.1970974630529,1.79727975752544,-0.0173722630927133,-0.246791601552567,0.968912849475203,-229.24587817264,27.578525374662,-377.039712489988,-0.313792935306293,0.0002528194570739,0.949491405876948,1.95705364808098
23539,40.2124602530825,26.0183306004526,7.04641338285756,-0.0199652180999624,-0.19123144868605,0.981341899186851,-229.617269908029,27.5754352634711,-376.594218312031,-0.286887673702684,-0.0728055118251838,0.955193603478025,2.45856101802931
16545,14.4417000202868,16.8160716420486,-24.0884829122364,-0.406601015364107,-0.456467099139606,0.791399647275604,-40,15,-20,0.686185671072133,-0.293578393898299,0.665553116927102,1.69964577167654
23401,40.5055989073081,26.2436663775852,7.18935063770851,-0.0277848400218169,-0.227519528799197,0.973377042404408,-230.32147239691,27.6940107516692,-377.996588909131,-0.298859319703898,-0.0459190783638497,0.953191767310407,2.4034770048925
46157,20,15,-20,-0.113773884251336,-0.156145957314382,0.98115948921505,-40,15,-20,-0.0834184543340699,-0.18769127645969,0.978679388879447,4.93697112853369
54696,46.6203541029182,24.3626901763094,-27.8722876452743,-0.0819307643656804,-0.364378236630374,0.927639935815936,-47.0964933448955,15.1732263864287,-81.4913156627796,0.649732972270574,-0.277832961009147,0.707570427958472,5.56340047819859
60537,13.0456691561071,14.6967569177464,-21.1414357635442,-0.630801124745036,-0.0868455547438208,0.771069251521312,-73.229909357776,40.1038995691514,-54.0924588652429,0.780619159285257,-0.605078301846143,-0.156569399282766,2.30946318931163
64838,5.63438871596174,6.11588369575913,-14.2658463672051,-0.0218463806108995,0.0671322815041181,0.997504883413738,-40,15,-20,0.145348382025951,-0.116271271896858,0.982524727003817,6.08171554756791
54137,46.6203541029182,24.3626901763094,-27.8722876452743,-0.278047942899506,-0.427953987291371,0.85996786347559,-48.4949531198811,16.980029001259,-81.0341473627223,0.690082487436108,-0.203014303011902,0.694673558807723,5.88950294195122
66502,46.6203541029182,24.3626901763094,-27.8722876452743,-0.922292372098746,-0.364897454948614,-0.127383781308656,-48.5139302258679,16.4337067505845,-81.0299281871952,0.71595643270254,-0.379737081077733,0.585837977367819,5.94543340317392
62634,39.7376466257055,26.0226146581843,6.60189329779484,0.0240446021726977,-0.253898823251147,0.966931871776931,-238.931303293887,27.6548010924224,-373.530752630873,0.988829420778023,-0.140053394271345,0.0510041503887295,5.97535693275944
14651,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.889914152392734,0.455797085456459,0.017372917444115,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0957186983756582,-0.0940572245159136,0.990954675702998,2.02108104439695
64450,5.58371138841017,6.09077205930818,-14.2367496040952,-0.169046408424401,-0.001286231186127,0.985607253122737,-40,15,-20,0.148034686511585,-0.11761587324257,0.981963460598614,5.91567593824327
53485,14.2641432381167,15.9629459391509,-22.3534500181832,-0.660105053850402,-0.287745860200088,0.693875808642201,-74.8769224731298,40.6407407163366,-56.5318109900952,0.709366666446554,-0.69758736045482,-0.100850419276173,5.41392266633949
4653,46.6203541029182,24.3626901763094,-27.8722876452743,-0.766628072752633,-0.404388159365774,0.498750052263,-45.970102434032,18.2316097044052,-42.8934648951667,0.693040852771917,-0.327859486987673,0.642030009564471,4.92914486352424
55816,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.842141171854123,0.539227145359017,0.0056861565341093,-34.8467112097478,16.0944486488349,-21.2534762943864,0.179092843742193,-0.190213429337763,0.965269187646587,2.02949814006343
20536,6.82034693390959,6.81065674976542,-14.8872008710515,-0.256655600657013,0.095569073449974,0.961766320293709,-40,15,-20,0.119190074159958,-0.114496143636304,0.986247615618998,2.3901833955027
21901,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.857508071706985,0.499996589380091,-0.121174739800195,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0180259085109967,-0.193385464766905,0.980957251178277,2.39337782778075
29680,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.826663694790808,0.550076349868179,-0.118503776439874,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0491540496806992,-0.178320739353015,0.982743910343168,5.5638678776694
66327,46.6203541029182,24.3626901763094,-27.8722876452743,-0.764527141731994,-0.139218378333281,-0.62937786161364,-45.912631104348,14.1280846558573,-80.1559598062618,0.752808126884347,-0.352265874651531,0.556047369972085,5.98663151325676
26001,7.26115355265426,6.77838163525748,-15.0741696522825,0.0087069979261224,0.0852295508880307,0.996323296848236,-40,15,-20,0.129708781314817,-0.118235764457734,0.984477493929099,5.73719576348285
15500,46.6203541029182,24.3626901763094,-27.8722876452743,-0.320100579436977,-0.337823123891519,0.885105166637438,-45.8492987125662,14.3697769218583,-81.492213409058,0.694435781138547,-0.169152501884918,0.699390003489161,1.79166275651954
55718,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.844282833782922,0.535703125394641,-0.0144449998924289,-34.8467112097478,16.0944486488349,-21.2534762943864,0.176247838826596,-0.195699009538592,0.964696116388248,2.22490607646339
40944,13.4266391401372,16.566565966789,-23.8283293004524,-0.618957915167623,-0.357655397209905,0.699266555826871,-73.0637147702864,39.5642362677391,-55.9823055436162,0.789166997329895,-0.597047823270345,-0.144046336480525,4.97125553118374
46982,45.2795581540243,29.9240133244129,11.3697620234856,-0.0525014345250182,-0.336762534462667,0.940124776162769,-231.475430989968,26.6163144935614,-353.111297654426,0.851210324920188,-0.334406054560933,0.404491747038501,4.43664452258922
66991,9.44296708565853,8.29588905209437,-15.996695919679,-0.0744253689584704,0.0661574189364724,0.995029678137823,-40,15,-20,0.100610351034891,-0.123115542235668,0.987279150253186,5.7590200982976
19821,13.3968856500526,16.4712055645822,-23.7848792763844,-0.513662176598273,-0.430146599415228,0.742377984145435,-73.0639649849582,39.545180149457,-56.1245173827466,0.849814871735389,-0.481003518602635,-0.215523313980756,2.45384767722937
45199,47.1366367893664,24.1477410307034,-27.6635320320658,0.256641839002587,-0.132310334665707,0.957407406391876,-41.7305587429317,11.7294306879386,-63.4480536556567,0.586170153716145,-0.327545627606225,0.741025244326019,4.51779597290048
32055,20,15,-20,0.0847237410502927,-0.142115112929768,0.986217614109281,-40,15,-20,-0.018099760347751,-0.198065419744215,0.980021677401527,6.38665884839298
26170,7.26115355265426,6.77838163525748,-15.0741696522825,-0.0270285415827183,0.0765445823995216,0.9966997465863,-40,15,-20,0.129925382635344,-0.117652848114733,0.984518766848835,5.78226997798268
46018,14.7704079538932,11.7245139275073,-17.726318422348,0.091832403149774,0.0815248293369461,0.992431615746555,-40,15,-20,0.111180298906119,-0.129131364567844,0.985375071645306,4.71159590998879
40106,44.1500911654214,28.5191434453511,11.2726139776943,0.0484331532532033,-0.148203138167397,0.987770246314034,-238.083413589721,27.3673737644872,-373.243052504091,0.988914090340771,-0.117413932756652,0.0909004418036691,4.72958232570741
23544,40.2124602530825,26.0183306004526,7.04641338285756,-0.0217632740199662,-0.199355036832186,0.979685627736556,-229.617269908029,27.5754352634711,-376.594218312031,-0.294015150442946,-0.0795873535281107,0.952481466732242,2.19786321892862
21026,6.82034693390959,6.81065674976542,-14.8872008710515,-0.257598070806548,0.0681179606570946,0.963848109067328,-40,15,-20,0.12161764200354,-0.111961173812355,0.986242284994949,2.24294453870332
65916,14.5359494686864,17.3825520851812,-24.0576148605364,-0.338750282880926,-0.495561203303876,0.799792060243228,-40,15,-20,0.67316178485235,-0.288140696832754,0.681049300890276,5.82283776737904
56424,13.1302646977879,16.2574074043839,-23.70366192791,-0.596984568040869,-0.485492390549891,0.638675633040129,-73.4241712009716,39.6626463909712,-56.4684732788669,0.767566663311963,-0.628442751672991,-0.126099663924287,2.14896884435113
30153,20,15,-20,0.0925624773950694,-0.110457803042338,0.98956114592558,-40,15,-20,0.0935513945595851,-0.146095993890029,0.984837091678234,5.78592507357364
33649,47.7833787340708,31.3118543841033,14.6615112564301,-0.0968195312298741,-0.318698593172402,0.942898289892584,-239.726338871078,27.6782015079627,-373.127498341718,0.964964689229734,-0.191942692253175,0.178888656516746,6.41635548491551
58094,25.7567345868259,17.6915639480705,-6.01669224706353,-0.430964207664398,-0.0507166637697571,0.900942657291941,-68.5212294054312,37.9910790772798,-50.634289797488,0.737402439585968,-0.151566732126991,0.658228811132578,2.30124611314498
37916,13.6124736843266,15.5822110463804,-21.9195958775787,-0.690196301173143,-0.0548093695147268,0.721543483693333,-73.494151965711,40.0794327811686,-54.3390131988885,0.806443427593741,-0.578918861923206,-0.12042403996046,4.8803737047851
67517,9.47970596196659,8.30003342253123,-15.9996767112016,-0.0985621414555358,0.028666426589744,0.994717919944279,-40,15,-20,0.099638075200732,-0.121945690849111,0.987522912368936,5.1968648562483
20312,13.3616022394037,16.4576302880065,-23.7556229584645,-0.459645673607016,-0.473845978563831,0.751129711390276,-73.0257766614366,39.5147958133641,-56.0722271235511,0.793249459647103,-0.598980805212456,-0.109440804806143,2.66887931178587
15037,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.867695486804095,0.48187044696765,-0.122087732876819,-34.8467112097478,16.0944486488349,-21.2534762943864,0.046867623456198,-0.201058280198329,0.978457456323604,1.70987221724573
51531,-24.3053660680545,-8.44715011637297,-75.5982627128595,0.867517311737585,0.49128490411644,-0.0778001081162091,-34.8467112097478,16.0944486488349,-21.2534762943864,0.0640799748426261,-0.246910852149229,0.966917156697051,5.85757744669105
2912,13.3083167225438,15.8982002498242,-23.7959552824136,-0.594939589449719,-0.480832386231731,0.644086252963141,-73.79054581863,39.5014824452362,-56.8197277993378,0.737301743369041,-0.633803958767072,-0.233834730260843,4.94388563492978
44643,14.8916745824861,16.5776454719302,-24.4343691760234,-0.576060694401383,-0.551276113706771,0.603530216991789,-40,15,-20,0.682716454064111,-0.278951640792867,0.675340081328728,4.8438570021525
47251,45.2960511997273,29.9027869912196,11.4452093514534,-0.0661953480926548,-0.325123529589482,0.943351931358689,-231.476802571185,26.6186748658735,-353.149874794452,0.843528624737857,-0.322660315664352,0.429359732559123,4.71426834315751
12996,20,15,-20,0.0451068362617266,-0.106339435008375,0.993306245769429,-40,15,-20,0.0786236294238646,-0.141384872411659,0.986827564850799,1.77864630344099
